-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0
-2	96	0	-2	96	32	-2	96	36	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	100	-2	96	68	-2	96	64	-2	96	0
-2	96	0	-2	96	34	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	96	72	-2	96	0
-2	96	0	-2	96	50	-1	0	0	-1	0	0	-1	0	0	3	13	8	-1	0	0	3	12	8	-1	0	0	-1	0	0	-1	0	0	3	13	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	8	13	3	9	13	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	-1	0	0	3	12	4	-1	0	0	-1	0	0	3	7	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	0	3	6	0	3	6	0	-1	0	0	3	8	14	3	9	14	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	4	7	14	3	12	5	1	11	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	1	3	6	1	3	6	1	-1	0	0	3	10	15	3	11	15	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	-1	0	0	3	13	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	10	8	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	10	9	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	3	9	8	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	14	2	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	3	9	9	-1	0	0	3	11	2	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	14	3	-2	96	-56	-2	96	0
-2	96	0	-2	96	50	-1	0	0	-1	0	0	3	11	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	14	4	-2	96	-56	-2	96	0
-2	96	0	-2	96	18	-1	0	0	-1	0	0	4	14	13	-1	0	0	4	15	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	14	1	-2	96	-120	-2	96	0
-2	96	0	-2	96	16	-2	96	17	-2	96	-111	-2	96	-111	-2	96	-111	-2	96	-111	-2	96	-111	-2	96	-109	-1	0	0	-1	0	0	-2	96	-103	-2	96	-111	-2	96	-111	-2	96	-111	-2	96	-111	-2	96	-111	-2	96	-127	-2	96	-128	-2	96	0
-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	16	-2	96	17	-2	96	-127	-2	96	-128	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0	-2	96	0
