-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	32	-2	0	36	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	100	-2	0	68	-2	0	64	-2	0	0
-2	0	0	-2	0	34	-2	73	9	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	1	-2	73	3	-2	0	72	-2	0	0
-2	0	0	-2	0	50	-2	73	8	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	0	-2	73	2	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	73	12	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	4	-2	73	6	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-39	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-111	-2	22	-77	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-56	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	50	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-56	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	50	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-56	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	50	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-56	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	50	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-56	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	50	-2	0	-56	-2	0	0
-2	0	0	-2	0	50	-2	22	-56	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	0	-2	22	50	-2	0	-56	-2	0	0
-2	0	0	-2	0	18	-2	22	-20	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	100	-2	22	118	-2	0	-120	-2	0	0
-2	0	0	-2	0	16	-2	0	17	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-109	-2	38	-3	-2	38	-9	-2	0	-103	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-127	-2	0	-128	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	16	-2	0	17	-2	0	-127	-2	0	-128	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
