-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	3	5	-1	0	0	1	6	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-2	48	9	-2	48	1	-2	48	1	-2	48	1	-2	48	1	-2	48	1	-2	48	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	2	10	1	3	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	6	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-2	48	8	-2	48	0	-2	48	0	-2	48	0	-2	48	0	-2	48	0	-2	48	2	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	2	11	1	3	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	6	5	1	7	5	1	6	5	1	7	5	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-2	48	8	-2	48	0	-2	48	0	-2	48	0	-2	48	0	-2	48	0	-2	48	2	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	2	12	1	3	12	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	50	9	-2	50	1	-2	50	1	-2	50	1	-2	50	3	1	3	5	-1	0	0	1	5	5	1	6	5	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-2	48	12	-2	48	4	-2	48	4	-2	48	4	-2	48	4	-2	57	9	-2	57	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	50	12	-2	50	4	-2	50	4	-2	50	4	-2	50	6	-1	0	0	-1	0	0	-1	0	0	1	6	4	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-2	57	9	-2	57	1	-2	57	1	-2	57	1	-2	57	3	-2	57	8	-2	57	2	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	6	9	-1	0	0	-2	105	9	-2	105	1	-2	105	1	-2	105	1	-2	105	3	1	7	10	1	5	10	-1	0	0	1	6	5	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-2	57	8	2	10	0	-2	57	0	-2	57	0	-2	57	2	-2	57	12	-2	57	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	66	9	-2	66	1	-2	66	1	-2	66	1	-2	66	3	-1	0	0	-1	0	0	-1	0	0	1	5	4	-1	0	0	-2	105	8	-2	105	0	-2	105	0	-2	105	0	-2	105	2	1	6	10	-1	0	0	-1	0	0	-1	0	0	1	6	5	1	7	5	1	6	5
-1	0	0	-1	0	0	-1	0	0	-2	57	12	-2	57	4	-2	57	4	-2	57	4	-2	57	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	66	12	-2	66	4	-2	66	4	-2	66	4	-2	66	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	105	12	-2	105	4	-2	105	4	-2	105	4	-2	105	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	6	8	1	7	8	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	76	9	-2	76	1	-2	76	1	-2	76	1	-2	76	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	5	-1	0	0	1	6	4	1	7	4
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	76	8	2	10	0	-2	76	0	-2	76	0	-2	76	2	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	6	5	1	7	5
